5876bf0f,rss.cnn.com,1219770712064
aba07eed,dealbook.nytimes.com,292057776129
adf932d2,thehuddle.com,8589934594
a1c28b60,hobb.org,652835028993
845c00ab,theculturetrip.com,1073741824002
a23ac0dd,profitunit6tiana.suomiblog.com,1073741824002
bada3021,voices.washingtonpost.com,0
5a52e60b,quantonics.com,8589934594
3384c000,hypertext.net,8589934594
349f0ad0,artsbeat.blogs.nytimes.com,42949672961
c3605f40,feminism.trendolizer.com,1236950581248
c4f1d0cd,books.piaw.net,1073741824002
bec78983,chnm.gmu.edu,523986010115
a4260f15,davidgrossman.net,8589934594
3929e82f,blogs.findlaw.com,8589934594
02341045,economix.blogs.nytimes.com,1511828488192
b6e29523,insider.foxnews.com,489626271744
8bd34189,kittywalk.com,1073741824002
5cdb0a36,tmagazine.blogs.nytimes.com,283467841536
8df1c7a6,lehighvalleylive.com,1202590842881
fbded80a,paganvigil.com,1073741824002
5a77b6bc,lushess.com,403726925824
7b7ad46a,bard.edu,1073741824002
715c245d,vacationhousecostarica.com,558345748483
50bea7e3,sports.usatoday.com,1005022347264
150ec4c8,eurasia.nu,1073741824002
0629c786,huffingtonpost.com,1511828488192
f856bcf8,quiz.trendolizer.com,1073741824002
c3baba3e,aljazeera.com,1236950581248
3e7ec5a4,clamlyre2latricia.tblogz.com,8589934594
4aebcead,mj7.ir,1236950581248
0b66a5c0,eatocracy.cnn.com,283467841536
489dc714,wileyteam.com,68719476737
fb7e94e5,content.usatoday.com,1005022347264
5b4bb007,replikins.com,1202590842881
68117c3d,money.cnn.com,996432412674
49e8fd0a,globella.com,1236950581248
91c9c409,rivington.s461.sureserver.com,1073741824002
f6a9e28c,supreme.findlaw.com,223338299392
a4256d43,myaccount.nytimes.com,1692217114628
8d4dbedf,lewisandclarkcaninecoaching.com,403726925824
9fc3b916,collegehumor.com,1202590842881
153850b0,designts.com,386547056640
2b06f633,illinois-smart-design-jet-repair.com,8589934594
0f09c820,like2do.com,403726925824
af0b3e98,nytimes.stats.com,652835028993
69dee0f1,krugman.blogs.nytimes.com,1511828488192
26dfddbb,f-rates.com,17179869184
283dd2ad,sportsillustrated.cnn.com,1563368095745
eadd1a3c,ehomokogihu.pev.pl,360777252867
c9c4baef,businessinsider.com,1073741824002
aceac7a3,textlog.oroti.net,403726925824
5ee595b9,metalstorm.net,1073741824002
f127c05d,marcoscan.com,1073741824002
c6ca0b34,graphics8.nytimes.com,283467841536
